Order_ID,Order_Date,Region,Product_Category,Sub_Category,Units_Sold,Unit_Cost,Unit_Price,Inventory_Days,Revenue,Cost,Profit
ORD00274,2024-01-10,South,Apparel,Jacket,11,403.94,484.24,24,5326.64,4443.34,883.3
ORD00275,2023-08-02,East,Furniture,Sofa,11,89.63,238.27,43,2620.97,985.93,1635.04
ORD00276,2024-08-28,East,Grocery,Grains,19,156.9,280.18,52,5323.42,2981.1,2342.32
ORD00277,2025-01-23,North,Electronics,Laptop,19,160.76,296.08,85,5625.52,3054.44,2571.08
ORD00278,2025-01-07,West,Grocery,Beverages,19,293.04,402.64,79,7650.16,5567.76,2082.4
ORD00279,2023-08-24,North,Apparel,Jacket,20,389.56,449.69,36,8993.8,7791.2,1202.6
ORD00280,2024-02-13,South,Electronics,Mobile,1,226.11,291.83,57,291.83,226.11,65.72
ORD00281,2023-07-31,South,Grocery,Grains,20,461.06,592.62,12,11852.4,9221.2,2631.2
ORD00282,2024-02-18,East,Apparel,Jacket,11,499.08,573.44,53,6307.84,5489.88,817.96
ORD00283,2024-10-12,East,Apparel,Shoes,18,177.74,234.11,87,4213.98,3199.32,1014.66
ORD00284,2025-01-25,East,Grocery,Snacks,8,146.71,194.99,43,1559.92,1173.68,386.24
ORD00285,2024-12-20,East,Apparel,Jacket,16,165.35,220.93,40,3534.88,2645.6,889.28
ORD00286,2025-02-26,South,Electronics,Headphones,18,196.05,343.17,49,6177.06,3528.9,2648.16
ORD00287,2024-03-27,East,Furniture,Chair,10,478.1,494.56,61,4945.6,4781.0,164.6
ORD00288,2024-10-10,East,Grocery,Snacks,7,415.7,460.01,76,3220.07,2909.9,310.17
ORD00289,2025-04-28,South,Apparel,Shirt,20,373.04,412.74,11,8254.8,7460.8,794.0
ORD00290,2024-03-21,South,Apparel,Shirt,4,212.52,321.54,17,1286.16,850.08,436.08
ORD00291,2025-04-28,West,Electronics,Headphones,6,209.38,349.96,65,2099.76,1256.28,843.48
ORD00292,2023-11-11,South,Apparel,Shoes,11,149.85,163.43,16,1797.73,1648.35,149.38
ORD00293,2025-01-10,West,Electronics,Mobile,14,442.3,472.79,9,6619.06,6192.2,426.86
ORD00294,2023-11-08,North,Grocery,Snacks,10,439.6,445.94,77,4459.4,4396.0,63.4
ORD00295,2023-08-29,South,Furniture,Table,15,494.66,578.44,68,8676.6,7419.9,1256.7
ORD00296,2024-08-11,East,Grocery,Beverages,7,406.32,459.27,63,3214.89,2844.24,370.65
ORD00297,2025-05-21,South,Apparel,Shirt,11,397.48,484.81,29,5332.91,4372.28,960.63
ORD00298,2023-10-11,South,Grocery,Beverages,17,170.68,233.8,17,3974.6,2901.56,1073.04
ORD00299,2024-07-31,South,Apparel,Shoes,11,468.55,474.54,54,5219.94,5154.05,65.89
ORD00300,2024-11-14,East,Grocery,Beverages,11,157.95,267.77,6,2945.47,1737.45,1208.02
ORD00301,2023-10-04,South,Furniture,Sofa,8,40.44,62.58,44,500.64,323.52,177.12
ORD00302,2024-03-06,North,Grocery,Grains,17,462.32,596.05,44,10132.85,7859.44,2273.41
ORD00303,2025-04-16,South,Furniture,Table,20,118.22,262.04,66,5240.8,2364.4,2876.4
ORD00304,2025-02-27,South,Grocery,Grains,20,193.08,299.86,65,5997.2,3861.6,2135.6
ORD00305,2023-10-23,East,Apparel,Jacket,20,437.84,454.71,62,9094.2,8756.8,337.4
ORD00306,2024-10-06,South,Electronics,Headphones,4,40.26,124.67,69,498.68,161.04,337.64
ORD00307,2024-04-18,West,Apparel,Shirt,11,428.7,497.77,31,5475.47,4715.7,759.77
ORD00308,2024-10-05,West,Electronics,Headphones,15,406.26,477.01,70,7155.15,6093.9,1061.25
ORD00309,2024-05-06,North,Grocery,Grains,2,283.81,386.36,44,772.72,567.62,205.1
ORD00310,2024-02-27,West,Grocery,Beverages,1,375.44,464.3,10,464.3,375.44,88.86
ORD00311,2023-12-06,West,Furniture,Sofa,3,275.17,288.91,13,866.73,825.51,41.22
ORD00312,2025-01-12,West,Electronics,Laptop,14,98.19,122.83,87,1719.62,1374.66,344.96
ORD00313,2023-07-18,North,Furniture,Table,15,436.11,572.59,53,8588.85,6541.65,2047.2
ORD00314,2024-08-24,South,Apparel,Jacket,12,68.13,217.09,55,2605.08,817.56,1787.52
ORD00315,2024-12-20,West,Apparel,Shirt,1,489.46,561.6,74,561.6,489.46,72.14
ORD00316,2023-07-22,North,Grocery,Snacks,8,235.71,263.2,29,2105.6,1885.68,219.92
ORD00317,2024-05-06,South,Electronics,Headphones,14,311.31,452.06,7,6328.84,4358.34,1970.5
ORD00318,2023-09-05,South,Apparel,Shirt,4,301.03,370.76,11,1483.04,1204.12,278.92
ORD00319,2024-03-02,South,Electronics,Laptop,15,124.83,161.33,12,2419.95,1872.45,547.5
ORD00320,2024-11-25,South,Furniture,Chair,19,166.26,257.96,46,4901.24,3158.94,1742.3
ORD00321,2023-11-07,South,Furniture,Chair,17,118.31,166.88,12,2836.96,2011.27,825.69
ORD00322,2023-11-06,West,Grocery,Grains,16,32.97,87.91,87,1406.56,527.52,879.04
ORD00323,2023-07-23,West,Furniture,Sofa,14,210.05,258.53,28,3619.42,2940.7,678.72
ORD00324,2025-01-19,North,Apparel,Shirt,10,430.2,456.13,64,4561.3,4302.0,259.3
ORD00325,2025-02-05,South,Grocery,Beverages,18,269.7,331.02,37,5958.36,4854.6,1103.76
ORD00326,2025-04-08,South,Furniture,Sofa,3,461.89,589.72,16,1769.16,1385.67,383.49
ORD00327,2024-08-31,South,Electronics,Laptop,13,340.1,432.52,14,5622.76,4421.3,1201.46
ORD00328,2024-11-13,South,Apparel,Shoes,7,436.04,489.32,6,3425.24,3052.28,372.96
ORD00329,2023-10-10,South,Apparel,Jacket,4,375.97,490.35,36,1961.4,1503.88,457.52
ORD00330,2025-03-07,East,Grocery,Snacks,18,167.59,213.63,64,3845.34,3016.62,828.72
ORD00331,2023-10-05,West,Furniture,Table,12,261.28,338.39,17,4060.68,3135.36,925.32
ORD00332,2023-12-24,South,Furniture,Chair,12,163.33,174.96,33,2099.52,1959.96,139.56
ORD00333,2023-08-16,East,Electronics,Laptop,18,468.03,557.01,58,10026.18,8424.54,1601.64
ORD00334,2024-04-01,West,Apparel,Shirt,11,122.71,210.33,36,2313.63,1349.81,963.82
ORD00335,2024-07-01,West,Furniture,Table,16,483.59,581.64,67,9306.24,7737.44,1568.8
ORD00336,2023-09-23,South,Apparel,Jacket,12,92.94,202.39,67,2428.68,1115.28,1313.4
ORD00337,2024-07-08,North,Electronics,Headphones,2,421.14,436.92,90,873.84,842.28,31.56
ORD00338,2024-11-05,North,Electronics,Laptop,5,422.85,461.41,24,2307.05,2114.25,192.8
ORD00339,2024-11-21,West,Apparel,Jacket,15,192.87,287.46,90,4311.9,2893.05,1418.85
ORD00340,2025-01-05,East,Grocery,Snacks,1,270.78,335.42,7,335.42,270.78,64.64
ORD00341,2024-11-07,North,Furniture,Chair,17,408.45,511.18,27,8690.06,6943.65,1746.41
ORD00342,2024-01-17,East,Electronics,Headphones,5,128.07,222.94,37,1114.7,640.35,474.35
ORD00343,2025-04-20,South,Furniture,Table,3,192.8,256.67,77,770.01,578.4,191.61
ORD00344,2023-06-28,North,Apparel,Shoes,3,330.33,459.77,9,1379.31,990.99,388.32
ORD00345,2025-01-04,South,Grocery,Beverages,13,280.82,293.96,6,3821.48,3650.66,170.82
ORD00346,2023-08-25,North,Electronics,Laptop,14,326.0,379.03,17,5306.42,4564.0,742.42
ORD00347,2024-05-08,East,Apparel,Shirt,19,243.0,254.75,14,4840.25,4617.0,223.25
ORD00348,2025-01-30,West,Electronics,Mobile,11,17.67,52.71,23,579.81,194.37,385.44
ORD00349,2023-10-31,East,Electronics,Laptop,6,286.34,373.51,54,2241.06,1718.04,523.02
ORD00350,2024-11-21,East,Grocery,Grains,5,397.34,502.29,15,2511.45,1986.7,524.75
ORD00351,2025-05-08,West,Electronics,Mobile,14,123.75,139.77,82,1956.78,1732.5,224.28
ORD00352,2023-07-05,East,Furniture,Chair,9,393.94,464.27,34,4178.43,3545.46,632.97
ORD00353,2024-08-06,East,Grocery,Beverages,6,343.05,443.85,15,2663.1,2058.3,604.8
ORD00354,2024-07-21,South,Apparel,Jacket,3,50.2,77.56,86,232.68,150.6,82.08
ORD00355,2024-01-27,West,Grocery,Beverages,12,62.21,67.96,44,815.52,746.52,69.0
ORD00356,2024-07-22,West,Furniture,Table,4,74.93,107.1,62,428.4,299.72,128.68
ORD00357,2023-12-28,East,Electronics,Mobile,3,183.42,201.91,81,605.73,550.26,55.47
ORD00358,2023-11-24,South,Grocery,Snacks,10,212.77,330.75,76,3307.5,2127.7,1179.8
ORD00359,2024-11-01,West,Apparel,Jacket,13,93.06,137.05,39,1781.65,1209.78,571.87
ORD00360,2025-01-16,North,Apparel,Shirt,6,222.99,289.05,66,1734.3,1337.94,396.36
ORD00361,2023-12-03,South,Furniture,Table,8,363.24,440.13,83,3521.04,2905.92,615.12
ORD00362,2023-07-06,West,Grocery,Snacks,5,159.28,301.86,47,1509.3,796.4,712.9
ORD00363,2023-12-13,South,Furniture,Table,11,221.0,345.41,88,3799.51,2431.0,1368.51
ORD00364,2024-02-22,South,Furniture,Table,20,474.17,508.29,45,10165.8,9483.4,682.4
ORD00365,2024-09-11,South,Grocery,Beverages,10,370.09,466.86,78,4668.6,3700.9,967.7
ORD00366,2023-11-29,South,Furniture,Table,9,410.08,472.06,19,4248.54,3690.72,557.82
ORD00367,2023-11-23,West,Apparel,Jacket,18,23.19,133.64,31,2405.52,417.42,1988.1
ORD00368,2023-08-21,West,Furniture,Sofa,3,411.29,531.66,57,1594.98,1233.87,361.11
ORD00369,2025-01-30,West,Apparel,Jacket,10,128.59,229.1,59,2291.0,1285.9,1005.1
ORD00370,2023-12-27,West,Electronics,Laptop,20,244.83,307.95,69,6159.0,4896.6,1262.4
ORD00371,2023-08-27,South,Electronics,Laptop,18,300.97,438.56,18,7894.08,5417.46,2476.62
ORD00372,2023-08-26,West,Furniture,Chair,20,31.71,179.33,87,3586.6,634.2,2952.4
ORD00373,2024-09-03,South,Furniture,Table,4,15.17,57.69,70,230.76,60.68,170.08
ORD00374,2023-11-14,South,Grocery,Beverages,13,236.9,340.44,69,4425.72,3079.7,1346.02
ORD00375,2025-01-06,North,Furniture,Chair,16,61.23,126.55,15,2024.8,979.68,1045.12
ORD00376,2025-03-01,West,Apparel,Shoes,10,178.1,296.82,71,2968.2,1781.0,1187.2
ORD00377,2025-01-25,North,Furniture,Table,4,224.7,330.73,45,1322.92,898.8,424.12
ORD00378,2025-05-16,South,Furniture,Chair,4,21.07,75.82,18,303.28,84.28,219.0
ORD00379,2024-10-17,West,Apparel,Jacket,6,280.44,333.43,59,2000.58,1682.64,317.94
ORD00380,2023-12-04,North,Apparel,Shoes,6,101.33,201.64,55,1209.84,607.98,601.86
ORD00381,2023-08-23,South,Apparel,Shoes,19,220.48,226.13,32,4296.47,4189.12,107.35
ORD00382,2024-05-10,South,Furniture,Sofa,3,292.9,413.83,73,1241.49,878.7,362.79
ORD00383,2023-08-05,East,Furniture,Table,7,234.2,277.24,67,1940.68,1639.4,301.28
ORD00384,2025-02-23,South,Grocery,Grains,13,297.63,353.08,63,4590.04,3869.19,720.85
ORD00385,2025-06-14,South,Furniture,Sofa,19,51.53,75.95,20,1443.05,979.07,463.98
ORD00386,2024-03-09,West,Furniture,Chair,6,192.92,218.42,54,1310.52,1157.52,153.0
ORD00387,2024-04-01,South,Apparel,Jacket,13,217.29,292.86,73,3807.18,2824.77,982.41
ORD00388,2025-01-12,North,Apparel,Shoes,10,78.75,129.36,62,1293.6,787.5,506.1
ORD00389,2024-06-30,West,Furniture,Chair,16,76.9,200.11,76,3201.76,1230.4,1971.36
ORD00390,2025-02-23,South,Grocery,Grains,16,213.66,340.44,67,5447.04,3418.56,2028.48
ORD00391,2023-07-06,East,Electronics,Headphones,1,399.98,436.96,9,436.96,399.98,36.98
ORD00392,2023-07-27,North,Apparel,Jacket,10,92.42,163.73,68,1637.3,924.2,713.1
ORD00393,2024-05-28,West,Electronics,Laptop,18,413.41,471.6,10,8488.8,7441.38,1047.42
ORD00394,2024-08-11,East,Apparel,Shoes,4,370.63,470.41,36,1881.64,1482.52,399.12
ORD00395,2024-04-10,North,Electronics,Laptop,9,180.8,304.23,61,2738.07,1627.2,1110.87
ORD00396,2023-11-14,West,Apparel,Shirt,19,347.68,477.53,83,9073.07,6605.92,2467.15
ORD00397,2024-08-30,East,Apparel,Jacket,5,394.58,517.54,12,2587.7,1972.9,614.8
ORD00398,2023-12-02,East,Furniture,Sofa,18,92.5,239.46,42,4310.28,1665.0,2645.28
ORD00399,2025-01-11,North,Furniture,Sofa,4,76.44,190.2,57,760.8,305.76,455.04
ORD00400,2025-02-07,East,Furniture,Sofa,5,353.7,377.94,23,1889.7,1768.5,121.2
ORD00401,2024-03-15,West,Apparel,Jacket,13,249.83,338.56,39,4401.28,3247.79,1153.49
ORD00402,2023-12-16,West,Grocery,Beverages,3,320.48,453.1,16,1359.3,961.44,397.86
ORD00403,2023-10-19,North,Furniture,Sofa,12,232.8,308.57,79,3702.84,2793.6,909.24
ORD00404,2025-04-05,West,Electronics,Headphones,15,321.07,427.18,13,6407.7,4816.05,1591.65
ORD00405,2023-10-03,East,Apparel,Shoes,7,252.41,304.23,41,2129.61,1766.87,362.74
ORD00406,2023-10-26,North,Apparel,Jacket,16,396.27,530.92,11,8494.72,6340.32,2154.4
ORD00407,2025-01-13,West,Electronics,Headphones,15,17.98,157.75,25,2366.25,269.7,2096.55
ORD00408,2024-08-25,East,Grocery,Snacks,14,109.14,213.99,21,2995.86,1527.96,1467.9
ORD00409,2023-08-05,South,Apparel,Shoes,3,330.75,372.06,52,1116.18,992.25,123.93
ORD00410,2023-12-05,North,Electronics,Laptop,10,365.73,480.24,59,4802.4,3657.3,1145.1
ORD00411,2025-03-20,West,Electronics,Mobile,7,243.64,267.88,33,1875.16,1705.48,169.68
ORD00412,2024-07-29,South,Electronics,Mobile,11,410.38,558.66,59,6145.26,4514.18,1631.08
ORD00413,2023-12-26,North,Grocery,Snacks,8,197.7,308.66,18,2469.28,1581.6,887.68
ORD00414,2023-12-09,South,Furniture,Table,10,77.19,194.34,22,1943.4,771.9,1171.5
ORD00415,2024-06-22,East,Electronics,Headphones,19,14.15,113.4,61,2154.6,268.85,1885.75
ORD00416,2024-05-13,South,Apparel,Jacket,5,460.75,555.08,61,2775.4,2303.75,471.65
ORD00417,2024-02-10,East,Electronics,Mobile,5,378.7,469.19,54,2345.95,1893.5,452.45
ORD00418,2025-04-21,East,Grocery,Beverages,5,131.42,229.89,36,1149.45,657.1,492.35
ORD00419,2025-03-26,West,Electronics,Headphones,10,110.67,203.67,29,2036.7,1106.7,930.0
ORD00420,2024-11-26,West,Furniture,Sofa,2,394.06,514.16,35,1028.32,788.12,240.2
ORD00421,2025-01-28,North,Grocery,Snacks,8,254.8,345.92,72,2767.36,2038.4,728.96
ORD00422,2024-04-26,East,Furniture,Table,5,199.55,326.2,58,1631.0,997.75,633.25
ORD00423,2024-04-30,South,Apparel,Shoes,3,18.18,32.97,38,98.91,54.54,44.37
ORD00424,2025-01-08,West,Electronics,Mobile,13,258.24,354.38,69,4606.94,3357.12,1249.82
ORD00425,2024-01-30,South,Grocery,Grains,13,50.39,133.19,83,1731.47,655.07,1076.4
ORD00426,2024-08-16,East,Furniture,Chair,10,48.72,187.25,24,1872.5,487.2,1385.3
ORD00427,2024-12-14,North,Grocery,Grains,3,161.98,230.42,35,691.26,485.94,205.32
ORD00428,2023-11-01,East,Apparel,Shirt,14,66.83,160.61,12,2248.54,935.62,1312.92
ORD00429,2024-02-06,West,Apparel,Shirt,1,356.87,463.59,25,463.59,356.87,106.72
ORD00430,2024-06-04,East,Furniture,Sofa,17,393.66,503.17,26,8553.89,6692.22,1861.67
ORD00431,2024-12-15,East,Apparel,Jacket,9,369.14,391.26,8,3521.34,3322.26,199.08
ORD00432,2024-08-04,North,Grocery,Beverages,17,41.3,149.59,78,2543.03,702.1,1840.93
ORD00433,2024-07-16,South,Grocery,Beverages,17,186.46,263.9,77,4486.3,3169.82,1316.48
ORD00434,2023-08-10,South,Furniture,Chair,9,388.93,523.6,19,4712.4,3500.37,1212.03
ORD00435,2025-06-03,South,Electronics,Mobile,1,129.83,203.24,54,203.24,129.83,73.41
ORD00436,2024-01-16,West,Apparel,Shirt,18,403.53,512.06,88,9217.08,7263.54,1953.54
ORD00437,2024-11-13,North,Apparel,Shoes,8,213.97,323.41,39,2587.28,1711.76,875.52
ORD00438,2024-03-25,North,Furniture,Chair,17,339.93,352.57,33,5993.69,5778.81,214.88
ORD00439,2025-06-01,East,Grocery,Snacks,15,434.36,551.52,44,8272.8,6515.4,1757.4
ORD00440,2024-03-03,East,Electronics,Headphones,15,13.9,48.0,77,720.0,208.5,511.5
ORD00441,2024-03-28,South,Apparel,Shoes,12,299.93,376.47,30,4517.64,3599.16,918.48
ORD00442,2023-12-21,North,Apparel,Shirt,14,21.72,105.24,86,1473.36,304.08,1169.28
ORD00443,2024-04-24,South,Furniture,Chair,13,426.01,536.46,18,6973.98,5538.13,1435.85
ORD00444,2025-03-20,East,Apparel,Shoes,16,480.98,627.0,23,10032.0,7695.68,2336.32
ORD00445,2025-05-21,West,Electronics,Mobile,8,449.67,530.04,52,4240.32,3597.36,642.96
ORD00446,2023-10-28,North,Electronics,Headphones,4,257.66,355.06,55,1420.24,1030.64,389.6
ORD00447,2023-08-31,West,Electronics,Laptop,5,126.02,168.86,45,844.3,630.1,214.2
ORD00448,2024-09-08,South,Furniture,Table,15,143.26,159.09,30,2386.35,2148.9,237.45
ORD00449,2025-05-25,North,Electronics,Mobile,4,90.54,163.12,57,652.48,362.16,290.32
ORD00450,2025-03-12,North,Furniture,Chair,15,161.07,204.5,20,3067.5,2416.05,651.45
ORD00451,2024-07-28,South,Apparel,Jacket,10,414.93,520.98,10,5209.8,4149.3,1060.5
ORD00452,2024-06-05,North,Furniture,Chair,3,358.47,503.89,55,1511.67,1075.41,436.26
ORD00453,2024-10-20,South,Furniture,Table,6,25.23,88.87,62,533.22,151.38,381.84
ORD00454,2025-06-20,North,Electronics,Laptop,4,403.91,429.18,6,1716.72,1615.64,101.08
ORD00455,2024-07-08,North,Apparel,Shirt,7,413.6,472.57,85,3307.99,2895.2,412.79
ORD00456,2023-10-25,West,Furniture,Chair,1,498.61,532.28,87,532.28,498.61,33.67
ORD00457,2023-09-08,South,Apparel,Shirt,11,70.04,211.67,11,2328.37,770.44,1557.93
ORD00458,2024-08-28,South,Grocery,Grains,13,253.1,313.6,59,4076.8,3290.3,786.5
ORD00459,2025-06-22,North,Furniture,Chair,6,144.74,214.41,24,1286.46,868.44,418.02
ORD00460,2023-09-11,North,Apparel,Jacket,10,254.46,387.46,66,3874.6,2544.6,1330.0
ORD00461,2023-11-18,South,Electronics,Laptop,13,77.25,111.17,72,1445.21,1004.25,440.96
ORD00462,2025-02-24,East,Electronics,Laptop,12,245.05,363.36,49,4360.32,2940.6,1419.72
ORD00463,2023-10-12,East,Grocery,Beverages,6,22.77,114.35,8,686.1,136.62,549.48
ORD00464,2025-03-08,South,Electronics,Laptop,17,185.14,274.82,34,4671.94,3147.38,1524.56
ORD00465,2024-12-31,South,Electronics,Mobile,8,140.6,263.96,12,2111.68,1124.8,986.88
ORD00466,2024-09-27,North,Grocery,Beverages,6,96.29,187.21,50,1123.26,577.74,545.52
ORD00467,2024-03-07,East,Furniture,Sofa,19,79.63,222.14,68,4220.66,1512.97,2707.69
ORD00468,2024-07-06,North,Apparel,Shoes,2,54.23,92.96,33,185.92,108.46,77.46
ORD00469,2024-07-11,East,Grocery,Snacks,11,459.77,493.98,21,5433.78,5057.47,376.31
ORD00470,2023-11-03,North,Apparel,Shoes,2,20.74,110.8,23,221.6,41.48,180.12
ORD00471,2024-03-26,North,Furniture,Chair,12,355.22,456.23,80,5474.76,4262.64,1212.12
ORD00472,2024-03-11,West,Furniture,Table,11,76.86,104.7,60,1151.7,845.46,306.24
ORD00473,2024-04-28,South,Furniture,Chair,18,349.84,489.52,50,8811.36,6297.12,2514.24
ORD00474,2025-04-27,North,Apparel,Shoes,10,369.66,417.37,27,4173.7,3696.6,477.1
ORD00475,2025-03-18,South,Grocery,Grains,2,99.22,150.36,83,300.72,198.44,102.28
ORD00476,2023-12-16,East,Electronics,Laptop,5,172.27,188.55,49,942.75,861.35,81.4
ORD00477,2023-08-20,West,Apparel,Jacket,3,412.61,514.76,47,1544.28,1237.83,306.45
ORD00478,2023-11-19,North,Electronics,Laptop,7,132.28,147.11,37,1029.77,925.96,103.81
ORD00479,2025-03-15,West,Electronics,Mobile,13,224.73,290.58,26,3777.54,2921.49,856.05
ORD00480,2024-10-25,South,Grocery,Beverages,12,277.55,297.26,66,3567.12,3330.6,236.52
ORD00481,2024-10-11,East,Apparel,Shoes,3,401.61,411.45,7,1234.35,1204.83,29.52
ORD00482,2024-01-31,North,Furniture,Chair,3,177.49,311.24,25,933.72,532.47,401.25
ORD00483,2024-10-06,West,Electronics,Laptop,20,492.79,627.31,8,12546.2,9855.8,2690.4
ORD00484,2024-08-28,South,Apparel,Jacket,14,86.98,106.66,31,1493.24,1217.72,275.52
ORD00485,2025-05-10,East,Grocery,Grains,18,363.8,474.65,38,8543.7,6548.4,1995.3
ORD00486,2024-09-29,South,Furniture,Chair,4,34.32,122.23,67,488.92,137.28,351.64
ORD00487,2024-04-04,West,Electronics,Laptop,1,219.53,267.24,89,267.24,219.53,47.71
ORD00488,2023-12-04,West,Apparel,Shirt,1,111.41,208.95,15,208.95,111.41,97.54
ORD00489,2024-10-23,North,Electronics,Laptop,13,240.76,375.52,38,4881.76,3129.88,1751.88
ORD00490,2025-01-19,North,Grocery,Snacks,12,443.89,502.45,62,6029.4,5326.68,702.72
ORD00491,2024-10-02,North,Furniture,Table,15,139.07,265.45,77,3981.75,2086.05,1895.7
ORD00492,2025-05-20,West,Apparel,Jacket,4,52.0,106.85,74,427.4,208.0,219.4
ORD00493,2024-05-15,West,Apparel,Jacket,2,421.99,545.66,58,1091.32,843.98,247.34
ORD00494,2024-04-17,South,Apparel,Shoes,10,48.69,184.59,9,1845.9,486.9,1359.0
ORD00495,2025-06-07,South,Electronics,Laptop,6,475.04,504.28,32,3025.68,2850.24,175.44
ORD00496,2023-11-29,South,Apparel,Shirt,14,48.4,152.45,30,2134.3,677.6,1456.7
ORD00497,2024-09-26,East,Furniture,Table,3,52.64,138.31,75,414.93,157.92,257.01
ORD00498,2024-10-12,West,Furniture,Sofa,15,459.41,466.2,84,6993.0,6891.15,101.85
ORD00499,2024-08-04,North,Electronics,Laptop,5,82.62,172.87,17,864.35,413.1,451.25
ORD00500,2023-08-04,West,Electronics,Laptop,18,441.27,573.56,38,10324.08,7942.86,2381.22
ORD00501,2023-09-14,South,Grocery,Grains,20,241.79,271.76,56,5435.2,4835.8,599.4
ORD00502,2024-01-26,North,Grocery,Snacks,13,445.89,498.96,35,6486.48,5796.57,689.91
ORD00503,2025-04-21,East,Grocery,Beverages,12,19.91,143.43,43,1721.16,238.92,1482.24
ORD00504,2025-02-20,West,Furniture,Table,4,486.52,524.57,43,2098.28,1946.08,152.2
ORD00505,2023-09-09,South,Furniture,Table,14,306.44,324.39,61,4541.46,4290.16,251.3
ORD00506,2024-04-27,South,Grocery,Grains,16,382.15,512.89,12,8206.24,6114.4,2091.84
ORD00507,2024-06-29,North,Electronics,Laptop,17,207.66,325.83,72,5539.11,3530.22,2008.89
ORD00508,2024-12-08,North,Apparel,Shirt,7,420.12,461.3,63,3229.1,2940.84,288.26
ORD00509,2025-03-01,West,Furniture,Sofa,7,144.25,268.66,69,1880.62,1009.75,870.87
ORD00510,2023-11-16,South,Electronics,Headphones,1,128.55,204.42,62,204.42,128.55,75.87
ORD00511,2024-09-16,North,Grocery,Grains,18,181.38,210.09,38,3781.62,3264.84,516.78
ORD00512,2023-12-02,South,Furniture,Chair,13,34.33,163.13,32,2120.69,446.29,1674.4
ORD00513,2025-05-09,North,Apparel,Jacket,7,141.85,206.23,7,1443.61,992.95,450.66
ORD00514,2024-01-12,East,Grocery,Snacks,6,304.56,310.79,37,1864.74,1827.36,37.38
ORD00515,2025-01-22,West,Furniture,Table,13,427.28,498.83,32,6484.79,5554.64,930.15
ORD00516,2024-11-13,North,Furniture,Sofa,17,413.91,476.5,18,8100.5,7036.47,1064.03
ORD00517,2025-01-11,West,Furniture,Sofa,20,308.43,356.71,18,7134.2,6168.6,965.6
ORD00518,2024-01-17,East,Electronics,Laptop,9,323.89,453.81,38,4084.29,2915.01,1169.28
ORD00519,2023-12-09,West,Apparel,Shirt,17,385.08,520.53,81,8849.01,6546.36,2302.65
ORD00520,2024-04-09,East,Furniture,Sofa,5,363.43,463.46,42,2317.3,1817.15,500.15
ORD00521,2024-07-09,South,Grocery,Beverages,13,371.0,460.54,78,5987.02,4823.0,1164.02
ORD00522,2023-07-18,East,Furniture,Sofa,8,346.3,443.86,65,3550.88,2770.4,780.48
ORD00523,2024-11-09,East,Furniture,Chair,18,98.76,117.91,21,2122.38,1777.68,344.7
ORD00524,2023-07-19,East,Apparel,Jacket,11,330.67,367.9,33,4046.9,3637.37,409.53
ORD00525,2024-12-17,West,Grocery,Beverages,12,137.67,185.31,20,2223.72,1652.04,571.68
ORD00526,2025-04-22,South,Electronics,Headphones,19,294.35,389.34,65,7397.46,5592.65,1804.81
ORD00527,2024-07-25,South,Electronics,Headphones,13,269.62,334.52,24,4348.76,3505.06,843.7
ORD00528,2024-07-12,South,Apparel,Shoes,14,493.72,628.18,63,8794.52,6912.08,1882.44
ORD00529,2025-01-16,South,Furniture,Sofa,6,391.68,467.38,85,2804.28,2350.08,454.2
ORD00530,2024-10-21,South,Furniture,Sofa,2,12.31,56.97,26,113.94,24.62,89.32
ORD00531,2023-07-04,West,Grocery,Snacks,5,311.1,407.96,56,2039.8,1555.5,484.3
ORD00532,2025-02-15,North,Grocery,Beverages,1,28.49,62.41,52,62.41,28.49,33.92
ORD00533,2024-06-01,South,Furniture,Sofa,7,18.78,24.38,36,170.66,131.46,39.2
ORD00534,2024-01-29,South,Furniture,Table,5,60.33,138.31,44,691.55,301.65,389.9
ORD00535,2024-12-17,East,Electronics,Mobile,10,474.75,545.86,71,5458.6,4747.5,711.1
ORD00536,2023-12-08,South,Grocery,Grains,5,177.94,313.64,50,1568.2,889.7,678.5
ORD00537,2023-11-26,South,Apparel,Shoes,1,121.92,232.36,21,232.36,121.92,110.44
ORD00538,2023-09-25,North,Electronics,Headphones,17,92.8,150.96,88,2566.32,1577.6,988.72
ORD00539,2023-06-29,North,Grocery,Grains,9,387.91,483.26,81,4349.34,3491.19,858.15
ORD00540,2024-11-10,West,Electronics,Headphones,1,33.64,55.43,61,55.43,33.64,21.79
ORD00541,2024-05-12,North,Electronics,Headphones,9,242.45,269.65,85,2426.85,2182.05,244.8
ORD00542,2023-09-30,South,Furniture,Table,4,334.62,378.77,82,1515.08,1338.48,176.6
ORD00543,2023-09-18,North,Grocery,Snacks,17,362.2,384.27,19,6532.59,6157.4,375.19
ORD00544,2023-08-05,South,Grocery,Snacks,20,107.88,151.01,71,3020.2,2157.6,862.6
ORD00545,2024-04-05,South,Furniture,Sofa,14,154.72,165.43,68,2316.02,2166.08,149.94
ORD00546,2023-09-25,West,Grocery,Beverages,8,11.34,113.73,19,909.84,90.72,819.12
ORD00547,2025-04-28,South,Apparel,Shirt,17,46.77,156.69,37,2663.73,795.09,1868.64
ORD00548,2023-10-11,North,Grocery,Beverages,9,237.5,256.97,27,2312.73,2137.5,175.23
